No.,Ticker,Company,Market Cap,Average Volume,Relative Volume,Volume,Price,Change
65,NZAC,State Street SPDR MSCI ACWI Climate Paris Aligned ETF,,13.47,5.93,79847,40.88,0.88%
66,SIZE,iShares MSCI USA Size Factor ETF,,5.03,10.71,53932,160.57,0.80%
67,PABU,iShares Paris-Aligned Climate Optimized MSCI USA ETF,,73.33,7.02,515159,66.67,0.78%
68,CCFE,Concourse Capital Focused Equity ETF,,0.97,12.15,11842,26.54,0.78%
69,JPSE,JPMorgan Diversified Return U.S. Small Cap Equity ETF,,24.11,7.77,187316,52.86,0.72%
70,FORH,Formidable ETF,,0.67,5.87,3934,24.47,0.69%
71,CDEI,"Calvert US Large-Cap Diversity, Equity and Inclusion Index ETF",,0.75,53.53,40286,78.35,0.66%
72,RSPE,Invesco ESG S&P 500 Equal Weight ETF,,16.03,6.16,98764,29.57,0.62%
73,WAMA,WisdomTree US Adaptive Moving Average Fund,,6.24,511.45,3190481,24.31,0.62%
74,KLMN,Invesco MSCI North America Climate ETF,,2076.32,14.43,29954824,26.99,0.60%
75,DEED,First Trust TCW Securitized Plus ETF,,65.33,6.59,430241,21.42,0.56%
76,SAAQ,Space Asset Acquisition Corp,76.43,40.51,13.08,529753,9.97,0.55%
77,TUA,Simplify Short Term Treasury Futures Strategy ETF,,450.68,7.8,3515617,20.98,0.55%
78,DIVL,Madison Dividend Value ETF,,3.11,16.14,50128,24.35,0.54%
79,AGGH,Simplify Aggregate Bond ETF,,196.33,11.2,2198259,20.45,0.52%
80,FJAN,FT Vest U.S. Equity Buffer ETF - January,,82.42,11.56,952943,50.73,0.52%
81,YFFI,Indexperts Yield Focused Fixed Income ETF,,1.97,7.42,14607,10.04,0.50%
82,FJUN,FT Vest U.S. Equity Buffer ETF - June,,17.05,17.85,304269,56.83,0.50%
83,FAUG,FT Vest U.S. Equity Buffer ETF - August,,28.27,30.51,862378,52.14,0.48%
84,WTID,MicroSectorsTM Energy 3X Inverse Leveraged ETNs,,42.51,5.35,227511,4.26,0.47%
85,FJUL,FT Vest U.S. Equity Buffer ETF - July,,29.82,26.28,783920,55.12,0.46%
86,LOTI,Liberty One Tactical Income ETF,,14.36,7.03,100945,25.48,0.46%
87,DVXY,WEBs Consumer Discretionary XLY Defined Volatility ETF,,0.24,12.52,3001,22.33,0.46%
88,QMAR,FT Vest Nasdaq-100 Buffer ETF - March,,20.31,6.59,133831,33.89,0.44%
89,MFSB,MFS Active Core Plus Bond ETF,,151.58,13.57,2057454,24.98,0.44%
90,MBAV,M3 Brigade Acquisition V Corp,386.15,110.97,10.21,1132926,10.74,0.42%
91,GBND,Goldman Sachs Core Bond ETF,,10.2,5.14,52417,50.46,0.41%
92,EFIV,State Street SPDR S&P 500 ESG ETF,,43.57,5.33,232134,63.58,0.41%
93,XAUG,FT Vest U.S. Equity Enhance & Moderate Buffer ETF - August,,5.67,92.67,525183,37.29,0.40%
94,XSEP,FT Vest U.S. Equity Enhance & Moderate Buffer ETF - September,,5.95,66.54,396098,42.12,0.40%
95,XJUL,FT Vest U.S. Equity Enhance & Moderate Buffer ETF - July,,9.87,59.65,588931,39.03,0.39%
96,QJUN,FT Vest Nasdaq-100 Buffer ETF - June,,23.17,5.76,133368,31.57,0.38%
97,BAFE,Brown Advisory Flexible Equity ETF,,74.85,11.46,857468,25.54,0.38%
98,FFEB,FT Vest U.S. Equity Buffer ETF - February,,48.61,17.54,852821,56.21,0.36%
99,BYLD,iShares Yield Optimized Bond ETF,,68.91,32.99,2273053,22.52,0.36%
100,GJUN,FT Vest U.S. Equity Moderate Buffer ETF - June,,17.86,35.69,637364,39.55,0.36%
101,GDEC,FT Vest U.S. Equity Moderate Buffer ETF - December,,62.45,17.61,1099662,37.19,0.35%
102,QLV,FlexShares US Quality Low Volatility Index Fund,,11.75,8.61,101153,71.5,0.35%
103,XJUN,FT Vest U.S. Equity Enhance & Moderate Buffer ETF - June,,10.76,70.08,753871,43.11,0.35%
104,VMSB,Voya Multi-Sector Income ETF,,11.96,28.61,342256,49.2,0.35%
105,TMB,Thornburg Multi Sector Bond ETF,,52.87,39.27,2076029,25.52,0.33%
106,PBDE,PGIM S&P 500 Buffer 20 ETF - December,,2.81,6.44,18122,29.11,0.29%
107,FMAR,FT Vest U.S. Equity Buffer ETF - March,,37.43,27.43,1026810,48.68,0.29%
108,DJUN,FT Vest U.S. Equity Deep Buffer ETF - June,,9.52,48.06,457498,47.28,0.28%
109,EVPF,Eaton Vance Preferred Securities and Income ETF,,8.53,6.4,54586,49.55,0.26%
110,DDFS,Innovator Equity Dual Directional 15 Buffer ETF - September,,7.34,12.91,94683,21.15,0.22%
111,XMAR,FT Vest U.S. Equity Enhance & Moderate Buffer ETF - March,,17.05,37.35,636954,40.6,0.20%
112,GMAR,FT Vest U.S. Equity Moderate Buffer ETF - March,,41.9,15.7,657573,41.78,0.17%
113,FMNY,First Trust New York Municipal High Income ETF,,6.73,23.61,158995,26.49,0.15%
114,GAPR,FT Vest U.S. Equity Moderate Buffer ETF - April,,12.03,47.11,566876,40.35,0.15%
115,ZMAR,Innovator Equity Defined Protection ETF - 1 Yr March,,54.47,5.09,277509,27.61,0.15%
116,FAPR,FT Vest U.S. Equity Buffer ETF - April,,19.14,24.12,461529,44.79,0.14%
117,CLOC,AAM Crescent CLO ETF,,0.35,8,2787,24.98,0.12%
118,DMAR,FT Vest U.S. Equity Deep Buffer ETF - March,,24.69,19.1,471743,42.44,0.09%
119,UTWO,F/m US Treasury 2 Year Note ETF,,80.85,5.49,443511,48.29,0.09%
120,DTEC,ALPS Disruptive Technologies ETF,,4.8,6.95,33337,43.62,0.08%
121,XDAT,Franklin Exponential Data ETF,,0.64,10.69,6838,21.47,0.06%
122,AAPR,Innovator Equity Defined Protection ETF - 2 Yr to April 2026,,3.5,28.56,99891,28.75,0.05%
123,DAPR,FT Vest U.S. Equity Deep Buffer ETF - April,,12.7,44.84,569710,39.66,0.02%
