No.,Ticker,Company,Market Cap,Average Volume,Relative Volume,Volume,Price,Change
25,BKNU,T-REX 2X Long BKNG Daily Target ETF,,9.47,7.22,68393,15.33,15.92%
26,BAK,Braskem S.A. ADR,847.12,1454.6,7.74,11263018,4.91,15.80%
27,MTEK,Maris Tech Ltd,16.69,82.54,481.02,39701677,2.09,14.21%
28,ZJK,ZJK Industrial Co Ltd,122.54,20.34,6.06,123226,1.92,12.94%
29,RBNE,Robin Energy Ltd,8.15,865.04,6.01,5194760,2.91,12.36%
30,CXAI,CXApp Inc,8.15,5353.79,15.37,82310913,0.22,10.83%
31,LXU,"LSB Industries, Inc",1002.98,513.7,7.42,3812451,13.96,10.27%
32,UOKA,MDJM Ltd,3.44,10756.84,15.44,166033804,0.08,9.92%
33,REPX,Riley Exploration Permian Inc,711.79,212.17,5.65,1198531,32.4,9.27%
34,VS,Versus Systems Inc,4.77,23.4,10.27,240330,0.97,9.09%
35,DSY,Big Tree Cloud Holdings Ltd,18.06,14.29,10.04,143387,3.8,8.93%
36,PED,PEDEVCO Corp,60.86,250.42,7.46,1867767,0.64,8.20%
37,YYGH,YY Group Holding Ltd,11.48,1343.31,8.92,11980234,0.16,8.07%
38,HTOO,Fusion Fuel Green Ltd,8.24,66.54,146.22,9728501,3.51,7.67%
39,MSGM,Motorsport Games Inc,25.19,77.49,6.71,519731,4.36,7.65%
40,ANY,Sphere 3D Corp,4.92,113.5,53.1,6027422,1.46,5.80%
41,MOBX,Mobix Labs Inc,89.25,46433.45,7.43,345134978,0.87,5.61%
42,SIJ,ProShares UltraShort Industrials -2x Shares,,16.64,7.04,117202,9.28,5.22%
43,USO,United States Oil Fund,,8702.7,5.43,47232157,96.31,5.19%
44,APHU,T-REX 2X Long APH Daily Target ETF,,1.97,5.3,10431,20.67,5.07%
45,BRN,Barnwell Industries Inc,15.83,170.45,6.56,1118038,1.26,5.00%
46,RXD,ProShares UltraShort Health Care -2x Shares,,7.43,5.22,38784,9.26,4.34%
47,INTT,Intest Corp,165.03,58.96,5.03,296463,13.22,4.26%
48,SDD,ProShares UltraShort SmallCap600 -2x Shares,,1.77,8.87,15708,11.1,3.71%
49,BNO,United States Brent Crude Oil Fund,,1131.86,5.93,6708175,40.24,3.44%
50,MZZ,ProShares UltraShort MidCap400 -2x Shares,,3.32,8.47,28111,7.11,2.86%
51,ELPW,Elong Power Holding Ltd,2.86,8389.77,39.64,332582389,0.08,2.82%
52,MDLN,Medline Inc,57866.18,6335.12,6.91,43768855,44.05,2.73%
53,FLYD,MicroSectors Travel -3x Inverse Leveraged ETN,,0.83,5.8,4815,75.07,2.72%
54,CMU,MFS High Yield Municipal Trust,93.18,74.95,5.87,439847,3.65,2.38%
55,CORN,Teucrium Corn Fund,,61.63,6.33,389891,18.18,2.22%
56,ELIS,Direxion Daily LLY Bear 1X Shares,,10.94,8.97,98147,18.42,2.12%
57,SBB,ProShares Short SmallCap600 -1x Shares,,6.46,12.68,81938,12.93,2.07%
58,COMT,iShares GSCI Commodity Dynamic Roll Strategy ETF,,313.14,7.38,2311842,30.16,1.63%
59,PMEC,Primech Holdings Ltd,25.99,63.59,35.15,2235219,0.68,1.56%
60,MYY,ProShares Short Midcap400 -1x Shares,,5.21,13.01,67842,16.68,1.51%
61,PIT,VanEck Commodity Strategy ETF,,11.49,5.57,63943,65.25,1.48%
62,BBCQ,Bleichroeder Acquisition Corp II,347.87,147.97,11.17,1652309,10.06,1.41%
63,EBIZ,Global X E-commerce ETF,,10.02,5.38,53913,28.38,1.39%
64,TSMZ,Direxion Daily TSM Bear 1X Shares,,64.53,12.79,825045,10.26,1.27%
65,HARD,Simplify Commodities Strategy No K-1 ETF,,21.69,10.49,227475,34.02,0.90%
66,CRAK,VanEck Oil Refiners ETF,,59.92,5.01,300445,46.65,0.71%
67,DVXE,WEBs Energy XLE Defined Volatility ETF,,0.33,5.82,1929,36.22,0.71%
68,PVL,Permianville Royalty Trust,55.11,81.11,5,405840,1.67,0.60%
69,CPII,American Beacon Ionic Inflation Protection ETF,,0.14,16.33,2319,19.05,0.60%
70,FCOR,Fidelity Corporate Bond ETF,,39.38,5.3,208858,48.11,0.52%
71,SHEH,Shell plc ADRhedged,,5.8,8.45,48989,61.33,0.47%
72,LEGT,Legato Merger Corp III,237.66,34.66,13.75,476529,10.98,0.37%
73,JHLN,John Hancock Global Senior Loan ETF,,7.49,1363.86,10215915,24.61,0.28%
74,CA,Xtrackers California Municipal Bonds ETF,,3.91,7.77,30405,25.2,0.18%
75,RTAC,Renatus Tactical Acquisition Corp I,323.45,156.93,7.51,1178982,10.38,0.10%
76,XOMZ,Direxion Daily XOM Bear 1X Shares,,3.19,14.57,46536,17.41,0.05%
77,BKUI,BNY Mellon Ultra Short Income ETF,,15.68,278.89,4373290,49.75,0.01%
78,TBLL,Invesco Short Term Treasury ETF,,212.3,5.1,1082445,105.6,0.01%
