No.,Ticker,Company,Market Cap,Average Volume,Relative Volume,Volume,Price,Change
1,SER,Serina Therapeutics Inc,26.76,1498.93,104.23,156232566,2.48,93.75%
2,WETO,Wetour Robotics Ltd,15.23,34.76,3111.41,108167796,0.69,64.64%
3,LNKS,Linkers Industries Ltd,11.82,1740.46,56.64,98572686,0.88,51.36%
4,DLTH,Duluth Holdings Inc,115.33,64.56,210.9,13615056,3.14,44.70%
5,LIDR,AEye Inc,116.69,2283.82,8.79,20070682,2.59,38.50%
6,SUNE,SUNation Energy Inc,6.75,2953.74,17.01,50246153,1.98,37.50%
7,CHNR,China Natural Resources Inc,5.38,34.39,1236.87,42538700,4.36,32.12%
8,ELA,Envela Corp,398.03,85.87,21.96,1885928,15.33,32.04%
9,LNZA,LanzaTech Global Inc,55.2,12.82,54.03,692396,23.79,31.87%
10,ALDX,Aldeyra Therapeutics Inc,110.14,2117.53,5.59,11832536,1.83,28.87%
11,AZTR,Azitra Inc,2.85,1488.56,61.41,91415688,0.18,28.82%
12,SVRN,OceanPal Inc,8.47,3066.22,26.23,80436349,0.27,23.07%
13,ORIS,Oriental Rise Holdings Ltd,0.58,695.47,17.96,12493518,0.53,22.48%
14,APM,Aptorum Group Ltd,7.64,45.3,9.36,424128,0.94,19.72%
15,GOAI,Eva Live Inc,161.21,162.46,60.31,9798325,5.12,19.63%
16,NIXX,Nixxy Inc,19.75,566.16,5.21,2951685,0.79,18.48%
17,MDAI,Spectral AI Inc,43.58,411.92,17.47,7195072,1.42,18.33%
18,PLU,Defiance Daily Target 2x Long PL ETF,,92.21,5.1,470345,25.38,18.16%
19,ENGS,Energys Group Ltd,16.43,111.1,16.01,1778121,1.15,17.95%
20,BRAG,Bragg Gaming Group Inc,50.9,39.36,5.86,230745,2,17.65%
21,SLNG,Stabilis Solutions Inc,70.11,19.62,16.46,322979,3.77,15.29%
22,VET,Vermilion Energy Inc,2200.49,1903.11,6.12,11640622,14.42,14.35%
23,MSLE,Satellos Bioscience Inc,123.83,51.31,9.75,500427,8.01,11.25%
24,ZYBT,Zhengye Biotechnology Holding Ltd,51.66,21.63,5.52,119310,1.09,11.24%
25,DLO,DLocal Limited,3692.94,1153.07,5.64,6507332,12.53,9.43%
26,GNLN,Greenlane Holdings Inc,3.01,530.94,7.77,4122949,0.61,9.03%
27,CRCD,T-REX 2X Inverse CRCL Daily Target ETF,,1593.89,5.73,9130136,4.36,7.13%
28,MEOH,Methanex Corp,4366.62,807.9,5.22,4215692,56.46,6.79%
29,RDGT,Ridgetech Inc,40.05,9.17,7.74,70993,2.19,6.31%
30,GLNG,Golar Lng,5331.57,1498.66,6.6,9890324,50.96,6.21%
31,LNG,Cheniere Energy Inc,59249.89,2194.94,5.54,12161195,281.87,5.88%
32,YPF,YPF ADR,16359.62,1543.55,5.12,7898086,41.6,5.37%
33,LBGJ,Li Bang International Corp Inc,0.59,27577.34,18.29,504431577,0.03,5.00%
34,NEXT,NextDecade Corporation,1928.69,3143.62,6.53,20522712,7.28,4.90%
35,XBIT,XBiotech Inc,71.65,38.87,7.62,296378,2.35,4.44%
36,COAL,Range Global Coal Index ETF,,46.31,11.11,514676,27.54,4.36%
37,ANNA,AleAnna Inc,252.61,208.57,7.07,1475153,3.79,3.55%
38,CANE,Teucrium Sugar Fund,,117.75,7.97,938637,10.3,3.21%
39,TPCS,Techprecision Corp,36.34,40.23,6.85,275568,3.63,2.83%
40,CMTV,Community Bancorp Inc Vermont,229.56,14.16,7.08,100277,40.96,2.40%
41,CXRN,Teucrium 2x Daily Corn ETF,,3.69,15.39,56714,20.99,2.14%
42,LNGX,Global X U.S. Natural Gas ETF,,23.08,9.94,229273,45.88,2.05%
43,TILL,Teucrium Agricultural Strategy No K-1 ETF,,20.89,17.26,360521,18.5,1.98%
44,SFBC,Sound Financial Bancorp Inc,108.27,5.89,5.35,31515,42.19,1.69%
45,ENOR,iShares MSCI Norway ETF,,31.85,5.85,186289,36.35,1.59%
46,TPYP,Tortoise North American Pipeline Fund ETF,,58.7,7.81,458305,42.72,1.42%
47,GRDN,Guardian Pharmacy Services Inc,2177.59,271.75,9.78,2656315,34.39,1.42%
48,NVIR,Horizon Kinetics Energy and Remediation ETF,,1.47,8.01,11737,40.03,1.28%
49,KEMX,KraneShares MSCI Emerging Markets ex China Index ETF,,27.47,11.26,309345,41.33,1.10%
50,CORN,Teucrium Corn Fund,,222.87,14.91,3323372,18.83,1.10%
51,PLOO,Leverage Shares 2x Capped Accelerated PLTR Monthly ETF,,0.53,5.94,3136,14.34,1.03%
52,GNOM,Global X Genomics & Biotechnology ETF,,9.09,6.91,62851,43.37,0.91%
53,FLAU,Franklin FTSE Australia ETF,,21.83,7.9,172350,33.54,0.88%
54,NEMD,Neuberger Emerging Markets Debt Hard Currency ETF,,9.66,7.61,73475,52.41,0.81%
55,TAGS,Teucrium Agricultural Fund,,13.68,6.72,91947,25.17,0.78%
56,IBGL,iShares iBonds Dec 2055 Term Treasury ETF,,1.67,24.47,40908,24.33,0.67%
57,EPSV,Harbor SMID Cap Value ETF,,0.15,10.26,1584,25.35,0.61%
58,TEK,iShares Technology Opportunities Active ETF,,5.58,5.16,28803,29.59,0.57%
59,SMMD,iShares Russell 2500 ETF,,313.64,9.27,2907705,76.55,0.54%
60,EPV,ProShares UltraShort FTSE Europe -2X Shares,,27.74,6.79,188463,22.74,0.52%
61,WXET,Teucrium 2x Daily Wheat ETF,,13.75,5.44,74799,20.15,0.41%
62,GIGL,Goldman Sachs Corporate Bond ETF,,6.95,6.12,42519,50.42,0.39%
63,AIUP,FINQ FIRST U.S. Large Cap AI-Managed Equity ETF,,2.82,14.32,40307,24.7,0.36%
64,EFAS,Global X MSCI SuperDividend EAFE ETF,,21.6,5.72,123470,20.94,0.36%
65,QMOM,Alpha Architect U.S. Quantitative Momentum ETF,,21.3,6.58,140133,68.64,0.35%
66,EFU,ProShares UltraShort MSCI EAFE -2x Shares,,6.26,11.2,70112,8.96,0.34%
67,CLST,Catalyst Bancorp Inc,68.25,4.73,5.54,26201,16.59,0.30%
68,HYZD,WisdomTree Interest Rate Hedged High Yield Bond Fund,,48.56,8.35,405306,22.36,0.29%
69,GXDW,Global X Dorsey Wright Thematic ETF,,1.91,11.26,21508,23.21,0.27%
70,PDBA,Invesco Agriculture Commodity Strategy No K-1 ETF,,77.31,5.2,402352,36.01,0.22%
71,TMB,Thornburg Multi Sector Bond ETF,,47.79,5.27,251795,25.61,0.22%
72,NXTG,First Trust Indxx NextG ETF,,6.45,8.3,53581,114.54,0.21%
73,EVNT,AltShares Event-Driven ETF,,6.24,8.62,53751,11.66,0.19%
74,XTEN,BondBloxx Bloomberg Ten Year Target Duration US Treasury ETF,,135.79,7.55,1024805,46.09,0.17%
75,FEIG,FlexShares ESG & Climate Investment Grade Corporate Core Index Fund,,4.23,13.89,58759,40.93,0.16%
76,IDCC,Interdigital Inc,9057.15,276.26,6.38,1762867,352.6,0.16%
77,BUYO,KraneShares Man Buyout Beta Index ETF,,1.06,12.88,13660,27.67,0.13%
78,IGHG,ProShares Investment Grade-Interest Rate Hedged,,14.04,8.94,125509,77.41,0.12%
79,PMAY,Innovator U.S. Equity Power Buffer ETF - May,,19.12,5.62,107419,39.83,0.08%
80,GMMA,GammaRoad Market Navigation ETF,,0.54,24.68,13251,21.17,0.07%
81,SPSB,State Street SPDR Portfolio Short Term Corporate Bond ETF,,2748.6,12.44,34179599,30.03,0.07%
82,THMZ,Lazard Equity Megatrends ETF,,6.81,7.81,53128,29.64,0.07%
83,USIN,WisdomTree 7-10 Year Laddered Treasury Fund,,0.83,9.05,7540,50.42,0.06%
84,BGRN,iShares USD Green Bond ETF,,23.56,10.11,238092,47.46,0.05%
85,ZMUN,F/m Ultrashort Tax-Free Municipal ETF,,2.28,9.92,22626,50.19,0.03%
86,HCRB,Hartford Core Bond ETF,,12.77,5.03,64263,35.22,0.03%
87,XIJN,FT Vest U.S. Equity Buffer & Premium Income ETF - June,,13.91,7.85,109156,30.67,0.02%
88,CSHP,iShares Enhanced Short-Term Bond Active ETF,,3.35,11.05,37027,99.33,0.01%
89,VMSB,Voya Multi-Sector Income ETF,,5.93,6.92,41020,49.3,0.00%
