No.,Ticker,Company,Market Cap,Average Volume,Relative Volume,Volume,Price,Change
26,STRZ,Starz Entertainment Corp,184.04,132.51,6.93,918598,11,14.82%
27,SPPL,Simpple Ltd,15.93,5.76,20.92,120452,3.27,13.54%
28,XYZY,YieldMax XYZ Option Income Strategy ETF,,16.14,33.71,544089,29.03,13.49%
29,TTEC,TTEC Holdings Inc,121.37,322.87,7.26,2345060,2.5,13.12%
30,NFLY,YieldMax NFLX Option Income Strategy ETF,,146.99,10.51,1544496,11.75,12.33%
31,KLTO,Klotho Neurosciences Inc,39.09,1560.44,8.36,13038124,0.53,11.21%
32,BESS,Bimergen Energy Corp,23.18,37.16,6.85,254407,3.3,10.66%
33,TPET,Trio Petroleum Corp,5.16,959.58,7.13,6844491,0.42,10.53%
34,THRY,Thryv Holdings Inc,101.1,1064.05,7.76,8251904,2.32,10.48%
35,XWEL,XWELL Inc,8.59,7371.9,9.23,68034690,1.49,9.56%
36,LAW,CS Disco Inc,205.82,306,7.41,2268775,3.25,9.06%
37,HUDI,Huadi International Group Co Ltd,17.59,24.18,87.4,2113720,1.23,8.85%
38,CRCD,T-REX 2X Inverse CRCL Daily Target ETF,,333.8,5.78,1929969,12.35,8.05%
39,DOYU,DouYu International Holdings Ltd ADR,159.35,44.78,5.14,230065,5.28,6.45%
40,NATL,NCR Atleos Corp,3272.48,399.5,20.48,8181962,44.28,5.76%
41,ZTEK,Zentek Ltd,63.47,216.8,10.48,2271630,0.59,4.89%
42,RBNE,Robin Energy Ltd,11.34,338.65,5.71,1935028,4.05,4.65%
43,JEM,707 Cayman Holdings Ltd,,1933.43,102.31,197813215,0.1,3.90%
44,TEXU,Direxion Daily Energy Top 5 Bull 2X ETF,,2.58,20.07,51833,35.93,3.58%
45,LYTS,LSI Industries Inc,673.1,148.96,17.5,2607008,21.62,3.35%
46,VEEE,Twin Vee PowerCats Co,3.83,1110.43,18.23,20238963,0.44,2.53%
47,UPW,ProShares Ultra Utilities 2x Shares,,15.92,12.41,197580,26.78,2.49%
48,XOMO,YieldMax XOM Option Income Strategy ETF,,65.25,36.17,2359911,13.12,2.32%
49,MRNY,YieldMax MRNA Option Income Strategy ETF,,166.87,10.56,1762624,20.2,2.23%
50,OILK,ProShares K-1 Free Crude Oil ETF,,67.76,10.06,681620,43.33,2.22%
51,SEF,ProShares Short Financials -1x Shares,,11.81,5.19,61256,32.85,2.05%
52,UCTT,Ultra Clean Hldgs Inc,2760.33,1054.91,6.76,7134475,60.68,2.03%
53,AMTD,AMTD IDEA Group ADR,41.27,35.67,10.99,391953,1.02,2.03%
54,DRAY,YieldMax DKNG Option Income Strategy ETF,,10.89,57.42,625415,20.29,1.70%
55,CMTG,Claros Mortgage Trust Inc,335.12,398.52,5.16,2057596,2.39,1.70%
56,TURB,Turbo Energy S.A. ADR,7.44,94.15,17.29,1628265,0.68,1.49%
57,NCMI,National Cinemedia Inc,334.04,362.68,6.8,2467807,3.56,1.42%
58,TBN,Tamboran Resources Corp,709.74,48.1,5.23,251768,31.38,1.32%
59,PYPY,YieldMax PYPL Option Income Strategy ETF,,10.54,38.03,400673,30.79,1.32%
60,GLBL,Pacer MSCI World Industry Advantage ETF,,0.25,5.95,1500,24.9,1.26%
61,CMDY,iShares Bloomberg Roll Select Commodity Strategy ETF,,60.98,5.65,344729,54.58,1.11%
62,JHEM,John Hancock Multifactor Emerging Markets ETF,,58.95,8.33,491177,37.85,0.99%
63,BF-A,Brown-Forman Corp,13441.28,181.25,6.75,1224184,29.32,0.89%
64,RNTY,YieldMax Target 12 Real Estate Option Income ETF,,1.36,518.67,704681,52.39,0.85%
65,MJSC,MUFG Japan Small Cap Active ETF,,0.28,16.99,4747,60.6,0.84%
66,FTIF,Bloomberg Inflation Sensitive Equity ETF,,0.79,7.19,5657,26.83,0.77%
67,XVOL,Acruence Active Hedge U.S. Equity ETF,,0.1,5.05,502,24.1,0.74%
68,PIPE,Invesco SteelPath MLP & Energy Infrastructure ETF,,1.28,7.78,9948,28.61,0.67%
69,FDN,First Trust Dow Jones Internet Index Fund,,481.21,9.22,4437920,243.46,0.61%
70,SCJ,iShares MSCI Japan Small-Cap ETF,,28.53,9.63,274813,106.93,0.60%
71,FLSP,Franklin Systematic Style Premia ETF,,64.18,8.28,531446,27.62,0.56%
72,WTRG,Essential Utilities Inc,11320.48,1972.93,14.53,28658774,39.99,0.53%
73,JPRE,JPMorgan Realty Income ETF,,39.05,9.23,360261,51.25,0.49%
74,CASY,"Casey's General Stores, Inc",25412.72,319.94,7.39,2365198,685.59,0.47%
75,TOS,Twin Oak Strategic Solutions ETF,,0.17,7.04,1181,26.34,0.45%
76,IMAR,Innovator International Developed Power Buffer ETF March,,5.44,65.5,356098,30.53,0.43%
77,BRKC,YieldMax BRK.B Option Income Strategy ETF,,6.29,81.09,509929,44.25,0.43%
78,DVIN,WEBs Industrials XLI Defined Volatility ETF,,0.43,9.63,4126,31.36,0.39%
79,SNPD,Xtrackers S&P Dividend Aristocrats Screened ETF,,0.62,6.48,4025,30.01,0.38%
80,PLOO,Leverage Shares 2x Capped Accelerated PLTR Monthly ETF,,0.31,9.32,2874,12.83,0.36%
81,UMAR,Innovator U.S. Equity Ultra Buffer ETF - March,,8.33,13.48,112361,40.65,0.33%
82,NVIR,Horizon Kinetics Energy and Remediation ETF,,0.65,5.35,3475,39.32,0.27%
83,STXT,Strive Total Return Bond ETF,,14.61,8.08,118147,20.35,0.27%
84,EFFE,Harbor Osmosis Emerging Markets Resource Efficient ETF,,0.04,10.66,402,25.83,0.24%
85,FLGV,Franklin U.S. Treasury Bond ETF,,112.31,26.39,2964052,20.83,0.24%
86,FLCB,Franklin U.S. Core Bond ETF,,347.99,7.79,2710394,21.96,0.23%
87,FBT,First Trust NYSE Arca Biotechnology Index Fund,,170.25,8.64,1470619,208.69,0.23%
88,BKCI,BNY Mellon Concentrated International ETF,,19.52,8.26,161245,53.92,0.21%
89,VABS,Virtus Newfleet ABS/MBS ETF,,5.84,5.55,32419,24.42,0.21%
90,CAFX,Congress Intermediate Bond ETF,,56.33,5.96,335503,25.17,0.20%
91,TFFI,Chesapeake Trend-Following Fixed Income ETF,,8.42,103.11,867831,20.06,0.17%
92,NMAR,Innovator Growth-100 Power Buffer ETF - March,,9.64,9.09,87592,30.04,0.16%
93,PCLO,VIRTUS SEIX AAA Private Credit CLO ETF,,1.91,8.69,16568,24.97,0.14%
94,GTO,Invesco Total Return Bond ETF,,223.99,11.92,2670411,47.94,0.14%
95,BMAR,Innovator U.S. Equity Buffer ETF - March,,6.64,7.54,50064,54.4,0.11%
96,DCRE,DoubleLine Commercial Real Estate Debt ETF,,24.97,7.95,198442,52.38,0.10%
97,ZMAR,Innovator Equity Defined Protection ETF - 1 Yr March,,19.32,15,289879,27.78,0.09%
98,DISO,YieldMax DIS Option Income Strategy ETF,,15.43,71.25,1099204,10.98,0.09%
99,KMAR,Innovator U.S. Small Cap Power Buffer ETF - March,,3.99,16.66,66561,29.89,0.08%
100,SDCP,Virtus Newfleet Short Duration Core Plus Bond ETF,,0.26,51.61,13535,25.84,0.08%
101,IBIK,iShares iBonds Oct 2034 Term TIPS ETF,,17.36,11.28,195705,26.17,0.08%
102,PMMR,PGIM S&P 500 Max Buffer ETF - March,,0.07,145.06,9688,26.65,0.08%
103,UAPR,Innovator U.S. Equity Ultra Buffer ETF - April,,14.02,6.32,88656,33.12,0.06%
104,PMAR,Innovator U.S. Equity Power Buffer ETF - March,,22.98,32.34,743099,45.72,0.04%
105,DVND,Touchstone Dividend Select ETF,,0.52,5.12,2678,37.52,0.04%
106,IMAY,Innovator International Developed Power Buffer ETF - May,,3.07,5.08,15578,30.77,0.01%
107,SPXD,Xtrackers S&P 500 Diversified Sector Weight ETF,,1.56,11.47,17845,27.73,0.01%
