No.,Ticker,Company,Market Cap,Average Volume,Relative Volume,Volume,Price,Change
35,EOSU,T-REX 2X Long EOSE Daily Target ETF,,1170.88,5.38,683270,1.5,14.12%
36,CRDO,Credo Technology Group Holding Ltd,28266.49,7093.37,7.08,5444892,153.25,14.06%
37,ORCU,Direxion Daily ORCL Bull 2X ETF,,777.02,19.47,1641104,11.97,13.55%
38,ORCX,Defiance Daily Target 2X Long ORCL ETF,,2496.73,14.86,4024827,33.52,13.51%
39,AALG,Leverage Shares 2X Long AAL Daily ETF,,44.66,10.14,49138,9.75,13.50%
40,CIFG,Leverage Shares 2X Long CIFR Daily ETF,,144.57,5.23,82072,10.41,12.92%
41,ASTN,Defiance Daily Target 2X Short ASTS ETF,,664.52,11.65,839510,11.18,12.60%
42,LAES,SEALSQ Corp,553.8,8383.45,5.59,5082331,2.4,12.38%
43,DFNS,T3 Defense Inc,24.58,1870.6,8.39,1703080,0.65,11.99%
44,SMR,NuScale Power Corporation,3623.54,23824.42,5.65,14599671,10.72,11.90%
45,SANA,Sana Biotechnology Inc,952.71,2566.72,23.59,6567764,3.57,11.21%
46,AOSL,Alpha & Omega Semiconductor Ltd,905.92,330.3,12.78,457684,30.44,11.14%
47,PLUL,Leverage Shares 2X Long PLUG Daily ETF,,19.89,5.53,11936,19.2,10.57%
48,ACET,Adicet Bio Inc,67.18,149.36,5.81,94124,7,10.24%
49,MSC,Studio City International Holdings Ltd ADR,558.51,6.55,9.5,6753,2.9,9.84%
50,GPRO,GoPro Inc,170.97,4131.04,41.32,18513756,1.02,9.64%
51,VTSI,VirTra Inc,54.88,49.13,17.43,92875,4.86,9.59%
52,GSAT,Globalstar Inc,10245.49,830.17,55.61,5006978,79.7,9.34%
53,MRAL,GraniteShares 2x Long MARA Daily ETF,,1652.77,5.77,1034771,4.94,9.29%
54,OKLO,Oklo Inc,10218.01,9218.48,5.7,5700210,58.87,9.14%
55,ICCC,Immucell Corp,70.1,17.49,14.22,26978,7.75,8.99%
56,HYDR,Global X Hydrogen ETF,,24.02,15.91,41445,44.9,8.84%
57,LEUX,Tradr 2X Long LEU Daily ETF,,14.16,7.4,11362,21.61,8.70%
58,CRIS,Curis Inc,26.69,321.33,5.31,185050,0.67,7.71%
59,MDA,MDA Space Ltd,4593.97,379.74,7.63,314182,33.7,7.63%
60,GRAG,Leverage Shares 2X Long GRAB Daily ETF,,9.2,17.18,17140,7.63,7.61%
61,OBAI,Our Bond Inc,25.32,1559.63,10.21,1726872,1.23,7.46%
62,HUTG,Leverage Shares 2X Long HUT Daily ETF,,47.4,10.1,51920,15.04,7.41%
63,GDEV,GDEV Inc,293.11,3.09,56.62,18956,16.15,6.88%
64,ORCL,Oracle Corp,477888.1,28079.58,5.97,18168595,166.16,6.77%
65,UAVS,AgEagle Aerial Systems Inc,58.39,3092.57,16.44,5515590,1.02,6.73%
66,LCDL,GraniteShares 2x Long LCID Daily ETF,,333.54,14.11,510611,2.19,6.55%
67,AQB,AquaBounty Technologies Inc,5.14,32.32,5.9,20675,1,6.27%
68,LASE,Laser Photonics Corp,30.82,1923.24,20.26,4226735,1.03,6.19%
69,PLTA,ProShares Ultra PLTR,,50.46,7.31,39990,14.62,6.02%
70,CENN,Cenntro Inc,6.21,42.16,5.8,26514,4.24,5.99%
71,CWD,CaliberCos Inc,8,72.13,17.46,136568,1.13,5.90%
72,PLTU,Direxion Daily PLTR Bull 2X ETF,,2451.87,5.72,1520816,37.89,5.84%
73,IGC,IGC Pharma Inc,31.01,374.07,9.9,401480,0.31,5.69%
74,CRMU,Leverage Shares 2x Long CRML Daily ETF,,35.18,8.97,34224,7.31,5.66%
75,REPL,Replimune Group Inc,148.21,2952.15,13.26,4247161,1.79,5.59%
76,RKLX,Defiance Daily Target 2X Long RKLB ETF,,2371.25,5.18,1331774,32.24,5.53%
77,SSM,Sono Group N.V,9.66,2.66,7,2018,6.6,5.26%
78,PLTG,Leverage Shares 2X Long PLTR Daily ETF,,330.44,5.82,208701,13.5,5.22%
79,CMCI,VanEck CMCI Commodity Strategy ETF,,0.26,35.24,1006,29.64,5.07%
80,MRVU,Direxion Daily MRVL Bull 2X ETF,,37.95,15.06,62009,60.95,5.01%
81,MAKO,Mako Mining Corp,647.35,90.12,5.69,55603,7.44,4.79%
82,SATO,Invesco Alerian Galaxy Crypto Economy ETF,,5.82,9.25,5837,16.6,4.59%
83,IPW,iPower Inc,1.51,896.35,9.72,945351,1.14,4.59%
84,BNBX,BNB Plus Corp,3.31,60.46,348.53,2285403,0.59,4.48%
85,TGEN,Tecogen Inc,113.15,392.61,6.18,263087,3.79,4.41%
86,GAME,GameSquare Holdings Inc,36.73,6267.53,7.5,5096191,0.38,4.27%
87,MVLL,GraniteShares 2x Long MRVL Daily ETF,,455.45,13.99,690983,46.56,4.22%
88,SIDU,Sidus Space Inc,341.15,16604.5,5.53,9967444,5.13,4.03%
89,WTIP,WisdomTree Inflation Plus Fund,,6.9,25.61,19173,39.62,4.03%
90,TSLI,ProShares Ultra TSLA,,14.87,5,8072,20.91,3.85%
91,SHPU,Direxion Daily SHOP Bull 2X ETF,,125.82,5.96,81277,13.3,3.77%
92,TEKX,State Street Galaxy Transformative Tech Accelerators ETF,,2.28,7.75,1916,49.61,3.72%
93,MSFL,GraniteShares 2x Long MSFT Daily ETF,,1090.46,6.25,739723,16.94,3.67%
94,MSFU,Direxion Daily MSFT Bull 2X ETF,,4121.16,9.46,4227748,25.58,3.57%
95,FNGO,MicroSectors FANG+Index 2X Leveraged ETNs,,12.09,7.83,10265,108.05,3.50%
96,BLRX,Bioline Rx Ltd ADR,10.4,14.78,5.38,8618,2.39,3.46%
97,XRPK,T-REX 2X Long XRP Daily Target ETF,,3.97,6.64,2860,8.26,3.41%
98,AMZW,Roundhill AMZN WeeklyPay ETF,,38.01,11.44,47176,40.8,3.41%
99,TSMX,Direxion Daily TSM Bull 2X ETF,,773.44,5.24,439788,69.96,3.17%
100,PHUN,Phunware Inc,40.38,159.63,5.31,91913,2,3.08%
101,YQ,17 Education & Technology Group Inc ADR,12.44,5.55,6.65,4003,1.9,3.08%
