No.,Ticker,Company,Market Cap,Average Volume,Relative Volume,Volume,Price,Change
1,UCAR,U Power Ltd,5.87,4222.08,72.64,306676437,2.38,331.63%
2,JEM,707 Cayman Holdings Ltd,,10141.91,41.6,421948472,0.21,89.33%
3,BBGI,Beasley Broadcast Group Inc,10.22,62.36,839.57,52353305,5.67,80.57%
4,HUBC,Hub Cyber Security Ltd,0.43,10996.16,9.5,104457048,0.2,72.00%
5,SNBR,Sleep Number Corp,40.24,1134.22,8.66,9819057,1.76,60.00%
6,CLIK,Click Holdings Ltd,6.85,118.16,63.15,7461457,2.1,53.28%
7,OMEX,"Odyssey Marine Exploration, Inc",72.78,947.9,272.61,258409428,1.25,50.33%
8,MIGI,Mawson Infrastructure Group Inc,23.37,331.19,35.45,11739097,4.26,48.95%
9,CUE,Cue Biopharma Inc,26.74,2724.47,14.67,39976697,0.27,45.48%
10,ELPW,Elong Power Holding Ltd,3.17,780.36,38.1,29735243,2.25,44.23%
11,VSME,Vs Media Holdings Ltd,2.97,478.77,46.36,22196440,1.08,43.60%
12,SPIR,Spire Global Inc,717.74,716.11,7.79,5580385,20.5,31.66%
13,XRTX,XORTX Therapeutics Inc,0.79,30.01,5.14,154189,2.81,30.70%
14,ELAB,PMGC Holdings Inc,8.71,5125.36,11.23,57558756,4.5,30.43%
15,OSCG,Leverage Shares 2X Long OSCR Daily ETF,,5.82,8.23,47918,8.05,26.52%
16,AEHR,Aehr Test Systems,1934.42,1843.79,5.84,10762041,63.16,25.69%
17,RYET,Ruanyun Edai Technology Inc,38.14,18.41,31.78,584931,1.13,22.83%
18,AGMH,AGM Group Holdings Inc,2.11,146.78,10.96,1608955,1.05,19.97%
19,ADGM,Adagio Medical Holdings Inc,31.32,62.18,39.02,2425947,1.41,19.49%
20,CNCK,Coincheck Group N.V,224.28,122.63,44.46,5452421,1.65,17.86%
21,OTLK,Outlook Therapeutics Inc,26.16,2530.47,6.88,17419405,0.25,17.42%
22,TCI,"Transcontinental Realty Investors, Inc",355.51,4.85,5.06,24552,41.15,15.04%
23,HIHO,Highway Holdings Ltd,4.14,65.24,7.18,468251,0.9,14.62%
24,MASK,3 E Network Technology Group Ltd,2.4,2277.57,6.7,15256629,2.13,13.30%
25,QNCX,Quince Therapeutics Inc,10.2,79588.89,14.16,1126773991,0.18,12.33%
26,WTID,MicroSectorsTM Energy 3X Inverse Leveraged ETNs,,75.14,6.24,469007,4.82,11.57%
27,FLKR,Franklin FTSE South Korea ETF,,482.05,5.81,2802145,45.34,9.78%
28,CARU,MAX Auto Industry 3X Leveraged ETN,,0.42,14.17,5961,22.07,9.77%
29,WALD,Waldencast plc,141.08,105.57,7.48,789514,1.1,8.91%
30,SGRT,SMART Earnings Growth 30 ETF,,27.66,5.89,162864,30.12,7.23%
31,MTEX,Mannatech Inc,12.72,13.57,20.19,274016,6.69,7.21%
32,VRAX,Virax Biolabs Group Ltd,1.11,4352.3,31.67,137834234,0.15,7.14%
33,GTEK,Goldman Sachs Future Tech Leaders Equity ETF,,18.74,8.76,164267,45.04,6.70%
34,LPCN,Lipocine Inc,15.55,315.66,5.81,1833668,2.13,6.50%
35,RMI,RiverNorth Opportunistic Municipal Income Fund Inc,100.96,31.27,5.78,180738,15.85,6.38%
36,QULL,ETRACS 2x Leveraged MSCI US Quality Factor TR ETN,,0.11,6.49,719,56.02,5.81%
37,SPUU,Direxion Daily S&P 500 Bull 2X ETF,,30.07,5.36,161251,178.48,5.19%
38,LGN,Legence Corp,2350.01,1086.9,8.67,9420990,57.74,5.02%
39,STRN,SMART Trend 25 ETF,,9.72,6.57,63895,22.46,4.84%
40,PCLN,Pictet Cleaner Planet ETF,,0.08,5.87,492,27.14,4.75%
41,ATMU,Atmus Filtration Technologies Inc,5145.64,844.72,16.74,14142031,63.13,4.55%
42,VEFA,VanEck MSCI EAFE Analyst Sentiment ETF,,0.22,8.6,1855,75.55,4.51%
43,MIGO,MIG Core ETF,,8.95,15.52,138909,24.5,4.36%
44,GRI,GRI Bio Inc,3.46,355.59,6.57,2334521,2.4,4.35%
45,NTSD,WisdomTree Efficient U.S. Plus International Equity Fund,,7.48,6.28,46960,40.98,4.23%
46,OGC,OceanaGold Corp,7496.5,51.12,7.44,380184,33.3,4.06%
47,PTIN,Pacer Trendpilot International ETF,,22.8,9.41,214516,34.39,3.97%
48,BINT,Bluemonte Global Equity ETF,,27.32,11.36,310363,30.09,3.92%
49,BBHM,BBH Select Mid Cap ETF,,121.89,5.62,684569,11.64,3.74%
50,DBEZ,Xtrackers MSCI Eurozone Hedged Equity ETF,,7.3,5.24,38246,57.9,3.74%
51,BDCX,"ETRACS Quarterly Pay 1.5X Leveraged MVIS BDC Index ETN due June 10, 20",,2.67,6.96,18599,21.49,3.71%
52,RFG,Invesco S&P MidCap 400 Pure Growth ETF,,11.53,5.53,63835,57.77,3.51%
53,ROAM,Hartford Multifactor Emerging Markets ETF,,25.56,7.13,182151,32.28,3.40%
54,BNL,Broadstone Net Lease Inc,3734.67,1848.92,18.06,33400628,19.51,3.39%
55,SNPG,Xtrackers S&P 500 Growth Scored & Screened ETF,,1.17,14.73,17204,50.44,3.21%
56,GQQQ,Astoria US Quality Growth Kings ETF,,14.76,5.41,79771,30.33,3.07%
57,IMFL,Invesco International Developed Dynamic Multifactor ETF,,175.6,5.64,989822,32.85,3.03%
58,DTH,WisdomTree International High Dividend Fund,,64.65,7.65,494312,56.54,3.01%
