No.,Ticker,Company,Market Cap,Average Volume,Relative Volume,Volume,Price,Change
62,BLCR,iShares Large Cap Core Active ETF,,21.68,6.46,139978,42.61,1.64%
63,LCO,LOGIQ Contrarian Opportunities ETF,,0.42,18.41,7659,26.64,1.62%
64,GXDW,Global X Dorsey Wright Thematic ETF,,1.7,9.04,15384,23.39,1.60%
65,EB,Eventbrite Inc,452.96,1487.97,13.17,19592173,4.51,1.58%
66,JETU,MAX Airlines 3X Leveraged ETNs,,1.12,18.27,20445,28.89,1.39%
67,CGXU,Capital Group International Focus Equity ETF,,854.67,6.74,5759334,30.04,1.38%
68,SCO,ProShares UltraShort Bloomberg Crude Oil -2x Shares,,3189.26,32.59,103943968,10.65,1.38%
69,HSBH,HSBC Holdings plc ADRhedged,,6.11,5.45,33346,94.09,1.37%
70,PED,PEDEVCO Corp,203.33,308.9,7.48,2309931,0.77,1.36%
71,CLDI,Calidi Biotherapeutics Inc,2.62,151.67,5.68,861370,0.37,1.33%
72,HTUS,Hull Tactical US ETF,,12.03,22.55,271320,39.52,1.31%
73,DVXV,WEBs Health Care XLV Defined Volatility ETF,,0.23,54.22,12350,30.92,1.16%
74,ALIT,Alight Inc,503.45,19208.39,5.03,96681551,0.94,1.09%
75,SPGM,State Street SPDR Portfolio MSCI Global Stock Market ETF,,165,6.3,1039557,78.15,1.09%
76,FLCG,Federated Hermes MDT Large Cap Growth ETF,,87.86,9.71,852993,31.62,1.05%
77,XLSR,State Street US Sector Rotation ETF,,51.95,11.02,572299,60.52,1.03%
78,BRIE,MFS Blended Research International Equity ETF,,75.79,20.88,1582305,27.6,1.02%
79,KLMN,Invesco MSCI North America Climate ETF,,1242.6,10.55,13106532,27.97,0.97%
80,SDEM,Global X MSCI SuperDividend Emerging Markets ETF,,11.14,5.2,57891,32.11,0.94%
81,QVMM,Invesco S&P MidCap 400 QVM Multi-factor ETF,,1.6,23.37,37451,32.31,0.91%
82,WTID,MicroSectorsTM Energy 3X Inverse Leveraged ETNs,,6.77,46.2,312591,5.66,0.89%
83,CGHY,Capital Group High Yield Bond ETF,,9.64,233.15,2246715,25.39,0.86%
84,RNEM,First Trust Emerging Markets Equity Select ETF,,1.1,6.68,7341,55.44,0.85%
85,RESM,Columbia Research Enhanced Small Cap ETF,,0.2,615.6,122304,20.61,0.85%
86,PQNT,Pictet AI Enhanced International Equity ETF,,1.3,9.45,12327,21.49,0.85%
87,RHRX,RH Tactical Rotation ETF,,5.41,16.74,90618,19,0.84%
88,STXI,Strive International Developed Markets ETF,,4.49,40.68,182681,32.02,0.83%
89,BINV,Brandes International ETF,,58.27,16.23,945815,42.14,0.81%
90,TPAY,Roundhill S&P 500 Target 10 Managed Distribution ETF,,1.39,5.03,7017,50.13,0.80%
91,ATCL,REX Autocallable Income ETF,,21.16,5.56,117621,25.09,0.80%
92,CBLS,Clough Hedged Equity ETF,,6.44,6.08,39150,29.23,0.80%
93,SEMG,Suncoast Select Growth ETF,,10.12,17.9,181196,25.63,0.79%
94,REFA,Columbia Research Enhanced International Equity ETF,,2.26,15.58,35277,21.44,0.78%
95,RVRB,Reverb ETF,,0.06,20.02,1108,35.1,0.76%
96,JPHY,JPMorgan Active High Yield ETF,,21.79,31.39,683852,50.42,0.76%
97,NBCR,Neuberger Core Equity ETF,,132.3,16.73,2213419,30.97,0.75%
98,OCTZ,TrueShares Structured Outcome (October) ETF,,2.35,127.58,299734,42.26,0.73%
99,BCUS,Bancreek U.S. Large Cap ETF,,7.17,19.87,142476,32.86,0.72%
100,RSBA,Return Stacked Bonds & Merger Arbitrage ETF,,40.59,6.87,278917,20.98,0.71%
101,FLCA,Franklin FTSE Canada ETF,,60.26,13.45,810275,50.64,0.70%
102,SKRE,Tuttle Capital Daily 2X Inverse Regional Banks ETF,,102.95,5.74,590596,8.84,0.68%
103,EFFI,Harbor Osmosis International Resource Efficient ETF,,0.16,68.49,11245,24.04,0.61%
104,BAMG,Brookstone Growth Stock ETF,,31.53,7.06,222583,38.8,0.60%
105,FITE,State Street SPDR S&P Kensho Future Security ETF,,10.74,5.82,62511,90.57,0.58%
106,SIXF,AllianzIM U.S. Equity 6 Month Buffer10 Feb/Aug ETF,,5.57,5.36,29847,32.05,0.58%
107,FLHY,Franklin High Yield Corporate ETF,,199.11,5.42,1079559,24.34,0.58%
108,OCTJ,Innovator Premium Income 30 Barrier ETF - October,,2.62,9.18,24077,24.07,0.57%
109,JPXN,iShares JPX-Nikkei 400 ETF,,49.97,11.61,579980,92.38,0.57%
110,SEF,ProShares Short Financials -1x Shares,,16.69,5.34,89029,33.63,0.53%
111,APRB,Aptus April Buffer ETF,,6.81,6.79,46255,25.67,0.53%
112,FINX,Global X Funds Global X FinTech ETF,,95.84,5.91,566842,25.3,0.52%
113,QVMS,Invesco S&P SmallCap 600 QVM Multi-factor ETF,,1.05,6.74,7070,29.53,0.49%
114,ZALT,Innovator U.S. Equity 10 Buffer ETF - Quarterly,,147.19,31.83,4685674,32.74,0.47%
115,EDGI,3EDGE Dynamic International Equity ETF,,53.58,39.38,2110011,29.19,0.45%
116,UGE,ProShares Ultra Consumer Staples,,51.77,5.07,262387,20.12,0.45%
117,DMAY,FT Vest U.S. Equity Deep Buffer ETF - May,,7.71,11.45,88237,45.4,0.44%
118,CRXP,Columbia Core Plus Bond ETF,,1.99,100.05,198839,20.21,0.44%
119,BSR,Beacon Selective Risk ETF,,2.42,38.44,92875,30.42,0.44%
120,DIAL,Columbia Diversified Fixed Income Allocation ETF,,74.98,5.21,390900,18.37,0.44%
121,OILT,Texas Capital Texas Oil Index ETF,,3.47,6.22,21592,29.57,0.41%
122,HFSI,Hartford Strategic Income ETF,,234.15,5.14,1204239,35.54,0.40%
123,QOWZ,Invesco Nasdaq Free Cash Flow Achievers ETF,,2.01,10.6,21295,33.95,0.39%
124,YSEP,FT Vest International Equity Moderate Buffer ETF -September,,23.08,5.06,116758,26.37,0.38%
125,CGCB,Capital Group Core Bond ETF,,1137.62,6.02,6843541,26.69,0.38%
126,PAYH,TrueShares S&P Autocallable High Income ETF,,3.95,149.6,591021,23.77,0.36%
127,XAGG,Eaton Vance Income Opportunities ETF,,191.1,5.65,1079676,50.69,0.36%
128,CBXA,Calamos Bitcoin 90 Series Structured Alt Protection ETF - April,,1.56,5.21,8114,22.84,0.35%
129,HYXF,iShares ESG Advanced High Yield Corporate Bond ETF,,13.61,5.98,81436,46.72,0.35%
130,QTI,QT Imaging Holdings Inc,71.65,25.61,5.12,131118,6.02,0.33%
131,QAT,iShares MSCI Qatar ETF,,12.57,5.24,65874,18.81,0.32%
132,FLJJ,AllianzIM U.S. Equity 6 Month Floor5 Jan/Jul ETF,,1.85,66.76,123572,32.07,0.32%
133,CCRP,Columbia Corporate Bond ETF,,1.26,79.09,100006,20.03,0.32%
134,FTRB,Federated Hermes Total Return Bond ETF,,126.5,12.19,1542420,25.5,0.31%
135,RSJN,FT Vest U.S. Equity Equal Weight Buffer ETF - June,,7.13,7.15,50999,35.02,0.31%
136,NEMD,Neuberger Emerging Markets Debt Hard Currency ETF,,9.07,8.29,75201,52.8,0.31%
137,IFLN,Invesco Bloomberg Enhanced Fallen Angels ETF,,98.96,7.16,708226,18.31,0.30%
138,AAAC,Columbia AAA CLO ETF,,2.86,37.3,106711,19.98,0.30%
139,AMAX,RH Hedged Multi-Asset Income ETF,,51.45,5.1,262215,8.06,0.25%
140,FTIF,Bloomberg Inflation Sensitive Equity ETF,,1.53,11.12,16993,26.21,0.22%
141,IFLO,VictoryShares International Free Cash Flow ETF,,18.39,10.86,199677,30.73,0.22%
142,IDLV,Invesco S&P International Developed Low Volatility ETF,,38.26,12.88,492947,35.26,0.22%
143,DVUT,WEBs Utilities XLU Defined Volatility ETF,,0.2,5.26,1067,29.22,0.22%
144,MUNA,Northern Trust 2030 Tax-Exempt Distributing Ladder ETF,,0.47,5.21,2438,100.6,0.21%
145,SPCX,The SPAC and New Issue ETF,,1.48,12.91,19042,21.91,0.20%
146,RBIL,F/m Ultrashort Treasury Inflation-Protected Security (TIPS) ETF,,10.55,88.34,932147,50.01,0.20%
147,OMFS,Invesco Russell 2000 Dynamic Multifactor ETF,,13.49,20.35,274565,46.04,0.20%
148,BCPL,BNY Mellon Core Plus ETF,,68.6,5.02,344674,25.05,0.16%
149,TILL,Teucrium Agricultural Strategy No K-1 ETF,,5.56,7.93,44088,17.94,0.16%
150,NDIV,Amplify Energy & Natural Resources Covered Call ETF,,10.69,5.03,53777,33.98,0.15%
151,CSPF,Cohen & Steers Preferred and Income Opportunities Active ETF,,35.25,9.01,317484,26.09,0.13%
152,MYHA,State Street My2027 High Yield Corporate Bond ETF,,0.74,6.07,4520,25.03,0.12%
153,IXG,iShares Global Financials ETF,,39.66,5.42,215126,114.95,0.10%
154,EDGF,3EDGE Dynamic Fixed Income ETF,,111.95,22.72,2543886,24.83,0.10%
155,SMN,ProShares UltraShort Materials,,11.04,9.13,100818,10.8,0.09%
156,IIGD,Invesco Investment Grade Defensive ETF,,4.14,6.6,27346,24.84,0.06%
157,QBUL,TrueShares Quarterly Bull Hedge ETF,,5.74,8.59,49274,23.64,0.02%
158,CPSR,Calamos S&P 500 Structured Alt Protection ETF - March,,3.04,9.47,28753,25.4,0.02%
