No.,Ticker,Company,Market Cap,Average Volume,Relative Volume,Volume,Price,Change
1,EFOI,Energy Focus Inc,47.04,19.17,21739.99,88869412,7.46,256.94%
2,ZDAI,DirectBooking Technology Co Ltd,57.52,18.97,43.15,172497,7.15,89.15%
3,CRMX,Tradr 2X Long CRML Daily ETF,,201.49,27.84,1195805,31.17,87.65%
4,CRMU,Leverage Shares 2x Long CRML Daily ETF,,39.9,68.21,580284,13.63,85.94%
5,PBM,Psyence Biomedical Ltd,2.58,1100.14,147.62,34625349,8.59,46.40%
6,ISPC,iSpecimen Inc,4.98,17184.86,132.47,485373277,0.17,43.86%
7,CRML,Critical Metals Corp,1624.81,12500.18,13.53,36053622,13.31,43.58%
8,YXT,Yxt.Com Group Holding Ltd. ADR,30.45,85.6,4791.89,87453349,0.51,38.32%
9,BZAI,Blaize Holdings Inc,284.77,5616.15,31.9,38202178,2.32,34.10%
10,UCAR,U Power Ltd,3.74,11402.15,10.06,24455075,1.52,32.26%
11,LZM,Lifezone Metals Ltd,425.62,303.39,37.26,2410108,5.08,30.59%
12,SMUP,T-REX 2X Long SMR Daily Target ETF,,132.53,6.31,178405,14.24,28.91%
13,SMU,Tradr 2X Long SMR Daily ETF,,850.24,15.46,2803384,18.69,28.58%
14,RPAY,Repay Holdings Corporation,355.07,1355.9,66.41,19199383,4.06,27.67%
15,MSTP,GraniteShares 2x Long MSTR Daily ETF,,1411.14,7.61,2290976,2.57,27.30%
16,MST,Defiance Leveraged Long Income MSTR ETF,,78.12,5.07,84360,32.66,23.99%
17,USGG,Leverage Shares 2X Long USAR Daily ETF,,230.94,6.1,300165,13.97,23.85%
18,OKLL,Defiance Daily Target 2x Long OKLO ETF,,5550.16,8.61,10191286,12,23.71%
19,DARE,Dare Bioscience Inc,48.77,136.58,235.52,6858231,3.35,23.16%
20,MTC,Mmtec Inc,732.96,61,8.24,107209,7.36,22.46%
21,ABLV,Able View Global Inc,34.75,131.02,300.92,8405642,0.7,21.29%
22,LAKE,"Lakeland Industries, Inc",105.71,98.83,5.9,124324,10.78,20.85%
23,NRGD,MicroSectors U.S. Big Oil -3 Inverse Leveraged ETNs,,13.94,11.87,34884,37.91,20.84%
24,AGAE,Allied Gaming & Entertainment Inc,23.76,15096.74,9.3,29940596,0.63,20.71%
25,BEAT,HeartBeam Inc,40.04,1330,15.91,4510196,0.97,20.31%
26,TBH,Brag House Holdings Inc,17.16,605.6,8.3,1071462,0.73,19.89%
27,FRMM,Forum Markets Inc,57.54,512.88,19.47,2129196,2.83,19.53%
28,WTID,MicroSectorsTM Energy 3X Inverse Leveraged ETNs,,106.92,31.08,700489,6.16,18.56%
29,BYND,Beyond Meat Inc,428.57,32908.52,16.06,112681320,0.92,18.22%
30,INFQ,Infleqtion Inc,3980.06,3434.67,11.17,8177589,18.39,18.09%
31,NAIL,Direxion Daily Homebuilders & Supplies Bull 3X ETF,,1601.84,5.53,1887921,48.62,17.99%
32,AALG,Leverage Shares 2X Long AAL Daily ETF,,47.88,11.25,113498,12.03,17.60%
33,JETU,MAX Airlines 3X Leveraged ETNs,,5.9,15.8,19638,33.2,16.97%
34,SBLX,StableX Technologies Inc,4.66,109.95,12.27,287566,3.2,16.79%
35,OILD,MicroSectors Oil & Gas Exploration & Production -3X Inverse Leveraged,,80.54,5.45,93656,52.85,16.19%
36,SNAL,Snail Inc,33.17,15431.34,5.28,17382960,0.88,15.53%
37,BIRD,Allbirds Inc,109.71,5343.78,10.03,11429979,12.6,15.44%
38,FBLG,FibroBiologics Inc,6.15,325.12,5.34,365659,1.75,15.14%
39,PONX,Tradr 2X Long PONY Daily ETF,,34.56,5.52,40670,10.45,15.11%
40,SMR,NuScale Power Corporation,4417.91,25328.95,5.21,28131668,13.07,14.55%
41,IMRN,Immuron Limited ADR,7.9,23.88,30.29,152455,0.97,14.37%
42,NPT,Texxon Holding Ltd,81.65,1105.1,52.82,12444212,3.68,14.29%
43,SILC,Silicom Ltd,163.43,57.51,5.46,66952,28.69,14.17%
44,MAAS,Maase Inc,2658.64,46.09,6.2,60960,8.49,13.50%
45,SCO,ProShares UltraShort Bloomberg Crude Oil -2x Shares,,25628.66,7.42,40549333,8.73,13.08%
46,ROBN,T-Rex 2X Long HOOD Daily Target ETF,,1382.57,5.41,1594463,29.42,12.44%
47,HODU,Direxion Daily HOOD Bull 2X ETF,,105.57,12.4,279158,12.04,12.10%
48,HOOG,Leverage Shares 2X Long HOOD Daily ETF,,537.59,11.25,1289724,29.34,12.07%
49,GREE,Greenidge Generation Holdings Inc,21.58,135.67,7.05,201487,1.33,11.76%
50,HOOX,Defiance Daily Target 2X Long HOOD ETF,,121.22,5.68,146888,33.22,11.55%
51,MYSE,Myseum.AI Inc,15.67,4124.76,29.27,25743924,3.68,11.52%
52,GRAG,Leverage Shares 2X Long GRAB Daily ETF,,8.81,10.64,19752,9.15,11.34%
53,XNDU,Xanadu Quantum Technologies Ltd,1572.52,978.84,18.63,3888334,36.33,11.20%
54,CLGN,CollPlant Biotechnologies Ltd,5.63,106.09,12.19,272528,0.39,10.90%
55,SOUX,Defiance Daily Target 2X Long SOUN ETF,,119.65,5.22,133232,22.07,10.74%
56,NNOX,Nano X Imaging Ltd,191.29,984.95,6.32,1327608,3,10.70%
57,RRGB,Red Robin Gourmet Burgers Inc,76.8,347.97,5.79,424779,4.24,10.43%
58,XAIR,Beyond Air Inc,5.17,398.93,5.58,468987,0.49,10.33%
59,ATHE,Alterity Therapeutics Ltd ADR,79.41,12.58,12.19,32344,4.38,10.33%
60,ALV,Autoliv Inc,9194.95,803.82,6.64,1137338,122.82,10.33%
61,WVVI,Willamette Valley Vineyard Inc,14.69,4,5.26,4428,2.95,10.07%
62,AMS,American Shared Hospital Services,10.89,39.46,91.69,771366,1.65,10.01%
63,SNTI,Senti Biosciences Inc,32.88,163.45,15.13,521371,1.06,9.80%
64,NBIZ,Tradr 2X Short NBIS Daily ETF,,1374.53,11.32,3316298,4.14,9.62%
65,NFXS,Direxion Daily NFLX Bear 1X ETF,,84.51,8.38,149302,15.98,9.56%
66,ELVR,Elevra Lithium Ltd. ADR,1238.97,81.44,5.25,91209,73.88,9.55%
67,WANT,Direxion Daily Consumer Discretionary Bull 3X ETF,,30.42,5.43,35189,49.32,9.42%
68,HIVE,HIVE Digital Technologies Ltd,605.77,10701.48,18.06,41200110,2.38,9.15%
69,DCGO,DocGo Inc,62.88,1058.13,5.13,1144874,0.64,8.91%
70,BOEG,Leverage Shares 2X Long BA Daily ETF,,30.52,7.43,47800,15.78,8.86%
71,DUSL,Direxion Daily Industrials Bull 3X ETF,,25.14,5.81,31171,91.56,7.95%
72,ELDN,Eledon Pharmaceuticals Inc,305.31,1116.7,6.76,1609695,4.03,7.91%
73,ASMU,Direxion Daily ASML Bull 2X ETF,,39.89,7.51,63105,25.18,7.70%
74,MGTX,MeiraGTx Holdings plc,830.75,567.66,5.57,674112,10.2,7.59%
75,NEXA,Nexa Resources S.A,2115.7,892.77,5.05,960446,15.98,7.43%
