No.,Ticker,Company,Market Cap,Average Volume,Relative Volume,Volume,Price,Change
73,BNO,United States Brent Crude Oil Fund,,734.5,7.45,5472169,33.81,0.48%
74,LEGT,Legato Merger Corp III,229.35,30.95,6.84,211584,11,0.46%
75,EWZS,iShares MSCI Brazil Small-Cap ETF,,467.92,7.69,3597274,15.92,0.44%
76,CZAR,Themes Natural Monopoly ETF,,0.24,5.94,1411,31.84,0.42%
77,XLSI,State Street Consumer Staples Select Sector SPDR Premium Income ETF,,3.33,5.99,19964,25.45,0.42%
78,DGIN,VanEck Digital India ETF,,6.18,7.62,47101,35.28,0.37%
79,XBB,BondBloxx BB-Rated USD High Yield Corporate Bond ETF,,87.59,16.5,1445624,41.55,0.34%
80,RAAQ,Real Asset Acquisition Corp,244.03,86.13,7.73,665629,10.61,0.28%
81,BJK,VanEck Gaming ETF,,2.09,6.12,12772,36.53,0.25%
82,TIPB,Northern Trust 2035 Inflation-Linked Distributing Ladder ETF,,0.56,7.52,4209,101.19,0.23%
83,FLGV,Franklin U.S. Treasury Bond ETF,,91.11,14.62,1332346,20.78,0.22%
84,AAUM,Tema Alternative Asset Managers ETF,,0.23,8.72,2023,21.09,0.22%
85,MEVO,M Evo Global Acquisition Corp II,98.8,60.14,5.5,330892,9.88,0.20%
86,TASK,TaskUs Inc,962.95,337.73,7.43,2507802,10.65,0.19%
87,VALQ,American Century U.S. Quality Value ETF,,16.79,8.02,134681,69.14,0.19%
88,MART,AllianzIM U.S. Equity Buffer10 Mar ETF,,2,6.39,12797,39.61,0.18%
89,GBF,iShares Barclays Government/Credit Bond Fund,,4.47,15.94,71224,106.14,0.17%
90,CPAG,F/m Compoundr U.S. Aggregate Bond ETF,,17.39,11.31,196700,103.75,0.15%
91,MNBD,ALPS Intermediate Municipal Bond ETF,,7.76,7.04,54665,26.42,0.15%
92,EHAB,Enhabit Inc,688.25,854.11,7.95,6787944,13.6,0.15%
93,TROT,SInvesco MSCI Treasury Duration Rotation ETF,,0,222.5,445,25.02,0.12%
94,EUIG,iShares Euro Investment Grade Corporate Bond USD Hedged ETF,,0.83,13.43,11179,50.53,0.11%
95,ACLX,Arcellx Inc,6584.87,1946.43,5.97,11617064,113.88,0.11%
96,DSTX,Distillate International Fundamental Stability & Value ETF,,2.36,5.4,12770,35.15,0.10%
97,DBCA,D. Boral Acquisition I Corp,,61.66,7.82,482292,9.86,0.10%
98,DMAA,Drugs Made In America Acquisition Corp,351.26,34.96,8.59,300406,10.48,0.10%
99,MUST,Columbia Multi-Sector Municipal Income ETF,,136.17,5.13,698399,21.02,0.10%
100,MUNA,Northern Trust 2030 Tax-Exempt Distributing Ladder ETF,,0.59,6.02,3534,100.62,0.09%
101,XCCC,BondBloxx CCC-Rated USD High Yield Corporate Bond ETF,,248.18,8.04,1995588,37.41,0.09%
102,MFSM,MFS Active Intermediate Muni Bond ETF,,16.41,13.18,216245,25.53,0.09%
103,PMAR,Innovator U.S. Equity Power Buffer ETF - March,,20.2,9.98,201602,45.7,0.07%
104,STAX,Nomura Tax-Free USA Short Term ETF,,0.14,33.61,4639,25.74,0.06%
105,SIMA,SIM Acquisition Corp I,328.9,24.47,21.48,525419,10.73,0.05%
106,GSIG,Goldman Sachs Access Investment Grade Corporate 1-5 Year Bond ETF,,1.09,12.23,13390,47.89,0.01%
