No.,Ticker,Company,Market Cap,Average Volume,Relative Volume,Volume,Price,Change
56,USO,United States Oil Fund,,12857.65,10.47,134584300,105.86,1.47%
57,BOUT,Innovator IBD(R) Breakout Opportunities ETF,,4.37,34.14,149242,38.83,1.38%
58,MVLL,GraniteShares 2x Long MRVL Daily ETF,,341.8,5.51,1882578,23.9,1.36%
59,MGYR,Magyar Bancorp Inc,113.17,3.97,22.28,88384,17.47,1.10%
60,FOSL,Fossil Group Inc,220.21,576.22,5.42,3125832,4.03,1.00%
61,IFV,First Trust Dorsey Wright International Focus 5 ETF,,44.64,5.97,266609,26.03,0.98%
62,NVIR,Horizon Kinetics Energy and Remediation ETF,,0.75,6.5,4858,39.41,0.97%
63,SEED,Origin Agritech Ltd,13.96,53.63,24.35,1305622,1.15,0.88%
64,USLN,iShares Broad USD Floating Rate Loan ETF,,0.07,52.76,3601,50.79,0.86%
65,PATN,Pacer Nasdaq International Patent Leaders ETF,,23.95,7.43,177943,29.72,0.79%
66,BEAG,Bold Eagle Acquisition Corp,54.8,69.92,8.43,589739,10.62,0.76%
67,GLCR,GlacierShares Nasdaq Iceland ETF,,1.03,8.58,8828,26.47,0.75%
68,ELIS,Direxion Daily LLY Bear 1X ETF,,12.44,6.89,85734,18.1,0.66%
69,OSEA,Harbor International Compounders ETF,,87.9,5.48,481364,30.1,0.57%
70,FMY,First Trust Mortgage Income Fund,49.85,9.68,5.72,55333,11.76,0.51%
71,EJUL,Innovator Emerging Markets Power Buffer ETF July,,10.8,10.55,113951,30.13,0.47%
72,RSMV,Relative Strength Managed Volatility Strategy ETF,,12.08,5.83,70409,26.97,0.44%
73,IALT,iShares Systematic Alternatives Active ETF,,39.91,6.82,272010,26.89,0.43%
74,GSID,Goldman Sachs MarketBeta International Equity ETF,,22.38,77.28,1729429,71.88,0.42%
75,CORN,Teucrium Corn Fund,,100.29,12.94,1298073,18.27,0.38%
76,JMM,Nuveen Multi-Market Income Fund,56.72,7.98,13.25,105788,5.97,0.36%
77,RWLC,Rayliant Wilshire NxtGen US Large Cap Equity ETF,,12.36,5.63,69632,32.99,0.35%
78,GEME,Pacific North of South EM Equity Active ETF,,73.95,5.46,403815,36.12,0.32%
79,QB,ProShares Nasdaq-100 Dynamic Buffer ETF,,0.54,20.39,11096,43.48,0.31%
80,IBUF,Innovator International Developed 10 Buffer ETF - Quarterly,,18.15,5.35,97127,29.58,0.31%
81,CNEQ,Alger Concentrated Equity ETF,,84.66,44.41,3760033,32.96,0.27%
82,CBXY,Calamos Bitcoin 90 Series Structured Alt Protection ETF - July,,1.79,24.87,44587,22.12,0.24%
83,GURE,Gulf Resources Inc,6.3,22.99,6.98,160455,4.56,0.22%
84,LONZ,PIMCO Senior Loan Active ExchangeTraded Fund,,94.95,5.87,557791,49.43,0.20%
85,DVQQ,WEBs QQQ Defined Volatility ETF,,5.73,5.57,31922,26.68,0.18%
86,TSLO,Leverage Shares 2x Capped Accelerated TSLA Monthly ETF,,0.34,9.17,3131,18.04,0.17%
87,CPSR,Calamos S&P 500 Structured Alt Protection ETF - March,,3.52,28.57,100668,25.44,0.16%
88,MYHB,State Street My2028 High Yield Corporate Bond ETF,,0.03,80.6,2700,25,0.15%
89,BKCG,BNY Mellon Concentrated Growth ETF,,2.85,5.2,14845,35.68,0.14%
90,SYFI,AB Short Duration High Yield ETF,,125.8,5.02,631449,35.68,0.14%
91,AAAC,Columbia AAA CLO ETF,,4.86,10.3,50019,19.98,0.10%
92,EVPF,Eaton Vance Preferred Securities and Income ETF,,1.44,7.48,10753,50.06,0.10%
93,AVSE,Avantis Responsible Emerging Markets Equity ETF,,8.45,16.47,139086,68.83,0.10%
94,NOEM,CO2 Energy Transition Corp,99.41,7.15,5.65,40381,10.37,0.10%
95,USDU,WisdomTree Bloomberg U.S. Dollar Bullish Fund,,389.39,13.58,5286002,26.01,0.07%
96,QBUL,TrueShares Quarterly Bull Hedge ETF,,6.65,6.53,43378,23.65,0.06%
97,NMAR,Innovator Growth-100 Power Buffer ETF - March,,17.16,5.46,93678,30.04,0.06%
98,GVIP,Goldman Sachs Hedge IND VIP ETF,,11.52,5.09,58676,151.53,0.06%
99,GLOF,iShares Global Equity Factor ETF,,15.02,5.06,75921,53.74,0.05%
100,HTUS,Hull Tactical US ETF,,16.67,7.87,131191,39.54,0.05%
101,TRSY,Xtrackers US 0-1 Year Treasury ETF,,12.4,16.95,210180,30.1,0.05%
102,NANR,State Street SPDR S&P North American Natural Resources ETF,,60.91,12.63,768995,81.9,0.04%
103,CARU,MAX Auto Industry 3X Leveraged ETN,,0.26,11.34,2906,23.87,0.01%
104,TUSB,Thrivent Ultra Short Bond ETF,,16.87,5.36,90402,50.39,0.01%
105,UPV,ProShares Ultra FTSE Europe 2x Shares,,1.62,6.48,10477,90.77,0.00%
