No.,Ticker,Company,Market Cap,Average Volume,Relative Volume,Volume,Price,Change
60,UYSC,UY Scuti Acquisition Corp,79.34,8.42,27.27,229612,10.36,0.39%
61,CZAR,Themes Natural Monopoly ETF,,0.27,5.49,1456,31.85,0.32%
62,WTID,MicroSectorsTM Energy 3X Inverse Leveraged ETNs,,3.06,13.32,40723,5.76,0.31%
63,SORN,Soren Acquisition Corp,,4.22,71.96,303388,9.89,0.29%
64,SEF,ProShares Short Financials -1x Shares,,13.27,8.28,109906,33.02,0.28%
65,CMII,Columbus Circle Capital Corp II,,6.75,170.47,1151358,9.85,0.20%
66,SJB,ProShares Short High Yield -1x Shares,,131.35,12.02,1578597,15.37,0.20%
67,MYHE,State Street My2031 High Yield Corporate Bond ETF,,0.03,7.33,254,25,0.12%
68,QOWZ,Invesco Nasdaq Free Cash Flow Achievers ETF,,1.77,8.54,15099,33.82,0.10%
69,HBCP,Home Bancorp Inc,473.91,37.97,5.32,202031,60.54,0.05%
70,MACI,Melar Acquisition Corp. I,231.89,16.68,11.93,198928,10.73,0.05%
71,BRKD,Direxion Daily BRKB Bear 1X Shares,,1.24,8.52,10593,24.24,0.03%
