No.,Ticker,Company,Market Cap,Average Volume,Relative Volume,Volume,Price,Change
38,UAN,CVR Partners LP,1469.18,50.02,7.2,360262,139,7.98%
39,XPEG,Leverage Shares 2X Long XPEV Daily ETF,,9.7,6.31,61214,13.28,7.30%
40,TACT,Transact Technologies Inc,34.58,40.4,7.07,285573,3.42,6.54%
41,SAGT,Sagtec Global Ltd,29.12,80.05,33.22,2659234,2.32,6.42%
42,TSXD,Direxion Daily Semiconductors Top 5 Bear 2X ETF,,3.16,7.92,25035,15.74,5.73%
43,MSS,Maison Solutions Inc,5.92,825.47,57.37,47353293,0.24,5.22%
44,AEMD,Aethlon Medical Inc,2.27,44.88,20.6,924560,1.73,4.81%
45,BOED,Direxion Daily BA Bear 1X ETF,,7.6,5.88,44754,18.94,4.53%
46,GAIN,Gladstone Investment Corporation,559.5,187.68,8.36,1568785,14.05,2.93%
47,SCLS,Stoneport Advisors Commodity Long Short ETF,,0.35,7.18,2515,23.79,2.91%
48,GRCE,Grace Therapeutics Inc,62.82,133.11,16.32,2171795,4.06,2.78%
49,EFU,ProShares UltraShort MSCI EAFE -2x Shares,,4.72,9.73,45977,8.77,2.75%
50,CLPS,CLPS Inc,31.23,18.81,6.22,117080,1.05,2.44%
51,COAL,Range Global Coal Index ETF,,37.85,5.63,212920,27.04,2.08%
52,SEF,ProShares Short Financials -1x Shares,,19.75,5.78,114226,34.66,1.70%
53,CMCI,VanEck CMCI Commodity Strategy ETF,,0.2,17.12,3345,27.93,1.60%
54,NORW,Global X MSCI Norway ETF,,53.18,6.86,364975,36.13,1.20%
55,RSBY,Return Stacked Bonds & Futures Yield ETF,,12.74,10.35,131934,18.2,1.19%
56,VEGI,iShares MSCI Agriculture Producers ETF,,23.36,6.53,152498,46.25,1.13%
57,PBHC,"Pathfinder Bancorp, Inc",84.22,2.85,6.64,18915,13.64,1.11%
58,LNAI,Lunai Bioworks Inc,4.65,266.95,107.31,28647918,0.19,1.10%
59,RNWZ,TrueShares Eagle Global Renewable Energy Income ETF,,1.01,6.98,7055,31.13,0.91%
60,SJB,ProShares Short High Yield -1x Shares,,216.04,6.59,1423624,15.54,0.62%
61,WXET,Teucrium 2x Daily Wheat ETF,,9.03,14.52,131162,19.5,0.52%
62,GMMA,GammaRoad Market Navigation ETF,,0.39,14.35,5630,21.38,0.49%
63,CORN,Teucrium Corn Fund,,133.24,8.09,1077429,18.59,0.38%
64,WEAT,Teucrium Wheat Fund,,365.42,5.49,2007285,22.92,0.31%
65,GPAT,GP-Act III Acquisition Corp,388.67,18.31,5.62,102940,10.8,0.28%
66,SABS,SAB Biotherapeutics Inc,233.87,428.9,5.11,2192099,4.59,0.22%
67,DBA,Invesco DB Agriculture Fund,,419.89,5.55,2329045,26.75,0.19%
68,FLBL,Franklin Senior Loan ETF,,397.66,5.34,2122309,23.01,0.13%
69,SECU,iShares Securitized Income Active ETF,,26.73,7.37,197127,49.92,0.11%
70,PDBA,Invesco Agriculture Commodity Strategy No K-1 ETF,,50.07,9.4,470591,35.66,0.08%
71,ALEX,Alexander & Baldwin Inc,1518.73,815.16,11.07,9023332,20.84,0.05%
72,KCAI,KraneShares China Alpha Index ETF,,1.4,65.4,91285,32.35,0.05%
73,LMUB,iShares Long-Term National Muni Bond ETF,,3.36,8885.82,29885082,50.37,0.04%
74,TMET,iShares Transition-Enabling Metals ETF,,6.56,60.91,399792,32.1,0.04%
75,TRSY,Xtrackers US 0-1 Year Treasury ETF,,16,26.39,422167,30.11,0.01%
76,PBRG,Leverage Shares 2X Long PBR Daily ETF,,3.24,7.13,23135,39.31,0.01%
